,1,10,11,12,2,3,4,5,6,7,8,9
7.0,4810410,3993687,6193446,4129452,5603400,4767200,4215627,5977496,4350896,4929133,5426850,4602944
18.0,4826492,3968616,6231083,4004234,5517050,5009808,4546893,6016984,4590672,4995826,5464250,4639760
30.0,5151443,4033965,5892967,4291230,5820650,4753512,4675536,5892967,4745016,5150024,5434550,4740296
