,A,B,C,D,E,F,G,H,J,K
5.0,14318,14245,14814,11934,14660,14427,14508,13525,14427,14483
13.0,14811,14723,15347,12425,15191,14922,15026,15175,14922,14985
21.0,15300,15196,15879,15415,15694,15415,15583,15720,15415,15484
