,1,11,13,15,17,18,19,2,21,23,30,8,9
8.0,6413,9287,9329,11455,10246,11485,9329,9329,9287,9329,9329,12565,9335
18.0,6701,9684,9728,11922,10995,11947,9728,9728,9684,9728,9728,13125,9734
28.0,9395,10082,10128,12398,11435,12418,10128,10128,10082,10128,10128,13682,10135
