,A,B,C,D,E,F,G,H,J,K,L,M
5.0,4225738,5135199,5131822,5151391,5168295,3792080,3792080,5168295,5217214,5337000,5168295,5458684
14.0,4961003,6175950,5331070,6086552,6068979,4450344,4450344,6068979,5979219,6008869,6068979,5694352
23.0,5169368,6433035,5538027,6338577,6320745,4639520,4639520,6320745,6224721,6257929,6320745,5169368
