,A,B,C,D,E,F,G,H,J,K,L,M
5.0,12195,11677,11674,11769,11677,11773,12278,12069,11674,11674,11822,11782
14.0,12784,12138,12135,12234,12138,12241,12686,12566,12135,12135,12292,12304
23.0,13145,12629,12625,12726,12629,12713,13133,13103,12625,12625,12774,12825
