,A,B,C,D,E,F,G,H
6.0,14503,14767,16530,15892,14323,14767,15646,15668
16.0,15327,15508,16905,16677,14959,15508,16866,17159
25.0,16365,16213,16856,17371,16050,16213,17969,17848
