,A,B,C,D,E,F,G,H,J,K,L,M
5.0,479,591,593,593,591,428,428,591,593,593,591,479
14.0,479,591,593,593,591,428,428,591,593,593,591,479
23.0,479,591,593,593,591,428,428,591,593,593,591,479
