,1,2,3,4,5,6,7,8
8.0,6308250,6241950,6308250,6371300,6308250,6353100,6308250,6308250
20.0,7631000,7710950,7631000,6648850,7631000,7373600,7631000,7631000
34.0,8483800,8483800,8483800,6698250,8483800,7874100,8483800,8483800
