,1,2,3,4,5,6,7,8
5.0,4176630,4253655,4177665,4032108,4130595,4467129,4456827,4290462
13.0,4382532,4258755,4409205,4192812,4345704,4487430,4467735,4429404
21.0,4557744,4414305,4415580,4330917,4644792,4641960,4602267,4552164
