,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層1,6.0,低層,1,2631186,6906,381,257,3,NST
18.0/F中層1,18.0,中層,1,2683764,7044,381,340,4,NST
28.0/F高層1,28.0,高層,1,2791206,7326,381,300,4,NST
6.0/F低層10,6.0,低層,10,2631186,6906,381,257,3,NST
18.0/F中層10,18.0,中層,10,2683764,7044,381,340,4,NST
28.0/F高層10,28.0,高層,10,2791206,7326,381,300,4,NST
6.0/F低層11,6.0,低層,11,2631186,6906,381,257,3,NST
18.0/F中層11,18.0,中層,11,2683764,7044,381,340,4,NST
28.0/F高層11,28.0,高層,11,2791206,7326,381,300,4,NST
6.0/F低層14,6.0,低層,14,2205609,5789,381,317,4,NST
18.0/F中層14,18.0,中層,14,2683764,7044,381,340,4,NST
28.0/F高層14,28.0,高層,14,2791206,7326,381,300,4,NST
6.0/F低層15,6.0,低層,15,2658999,6979,381,304,3,NST
18.0/F中層15,18.0,中層,15,2712339,7119,381,381,4,NST
28.0/F高層15,28.0,高層,15,2820162,7402,381,336,4,NST
6.0/F低層20,6.0,低層,20,3397170,6933,490,310,4,NST
18.0/F中層20,18.0,中層,20,3430000,7000,490,319,4,NST
28.0/F高層20,28.0,高層,20,3625510,7399,490,334,5,NST
6.0/F低層21,6.0,低層,21,3342780,6822,490,217,3,NST
18.0/F中層21,18.0,中層,21,3408440,6956,490,286,4,NST
28.0/F高層21,28.0,高層,21,3545150,7235,490,246,4,NST
6.0/F低層22,6.0,低層,22,2631186,6906,381,257,3,NST
18.0/F中層22,18.0,中層,22,2353437,6177,381,263,3,NST
28.0/F高層22,28.0,高層,22,2426970,6370,381,258,3,NST
6.0/F低層23,6.0,低層,23,2448687,6427,381,277,3,NST
18.0/F中層23,18.0,中層,23,2659380,6980,381,381,4,NST
28.0/F高層23,28.0,高層,23,2766060,7260,381,336,4,NST
6.0/F低層24,6.0,低層,24,2631186,6906,381,257,3,NST
18.0/F中層24,18.0,中層,24,2683764,7044,381,340,4,NST
28.0/F高層24,28.0,高層,24,2640711,6931,381,317,4,NST
6.0/F低層3,6.0,低層,3,2597277,6817,381,298,3,NST
18.0/F中層3,18.0,中層,3,2664714,6994,381,381,4,NST
28.0/F高層3,28.0,高層,3,2771394,7274,381,336,4,NST
6.0/F低層4,6.0,低層,4,3342780,6822,490,217,3,NST
18.0/F中層4,18.0,中層,4,3408440,6956,490,286,4,NST
28.0/F高層4,28.0,高層,4,3545150,7235,490,246,4,NST
6.0/F低層5,6.0,低層,5,3324160,6784,490,304,4,NST
18.0/F中層5,18.0,中層,5,3413340,6966,490,355,5,NST
28.0/F高層5,28.0,高層,5,3549070,7243,490,300,5,NST
6.0/F低層9,6.0,低層,9,2636901,6921,381,296,3,NST
18.0/F中層9,18.0,中層,9,2702433,7093,381,399,4,NST
28.0/F高層9,28.0,高層,9,2807208,7368,381,340,4,NST
