,1,2,3,4,5,6,7,8
8.0,5847408,5523413,5506998,5766128,5805576,5485893,5468071,5608368
18.0,5983992,5741029,5634566,5930297,5968368,5667865,5634566,5731125
29.0,6161904,5836236,5671148,6041222,6131664,5750409,5792150,5965793
