,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,3882270,13965,278,333,3,NST
3.0/F中層A,3.0,中層,A,3898672,14024,278,337,3,NST
4.0/F高層A,4.0,高層,A,3953160,14220,278,388,3,NST
2.0/F低層B,2.0,低層,B,3387441,14293,237,168,2,NST
3.0/F中層B,3.0,中層,B,3401424,14352,237,170,2,NST
4.0/F高層B,4.0,高層,B,3415170,14410,237,170,2,NST
2.0/F低層C,2.0,低層,C,3034200,15171,200,334,4,NST
3.0/F中層C,3.0,中層,C,3055400,15277,200,322,3,NST
4.0/F高層C,4.0,高層,C,3059000,15295,200,339,4,NST
2.0/F低層D,2.0,低層,D,3144200,15721,200,293,3,NST
3.0/F中層D,3.0,中層,D,3007000,15035,200,145,2,NST
4.0/F高層D,4.0,高層,D,3019000,15095,200,145,2,NST
2.0/F低層E,2.0,低層,E,3387441,14293,237,168,2,NST
3.0/F中層E,3.0,中層,E,3401424,14352,237,170,2,NST
4.0/F高層E,4.0,高層,E,3415170,14410,237,170,2,NST
2.0/F低層F,2.0,低層,F,3868137,14169,273,383,3,NST
3.0/F中層F,3.0,中層,F,3743922,13714,273,246,2,NST
4.0/F高層F,4.0,高層,F,3758118,13766,273,235,2,NST
