,1,10,11,13,14,15,18,19,2,20,21,22,4,5,7,8
8.0,6281,5374,6944,6633,6944,6944,6621,6970,6944,6571,6633,6798,6633,6633,6944,6944
20.0,6609,5645,7306,6987,7306,7306,6962,7334,7306,6922,6987,7151,6987,6987,7306,5635
30.0,6903,5880,7607,7502,7607,7607,7238,7636,7607,7204,7271,7436,7271,7271,7607,5849
