,10,11,12,14,15,16,18,3,8,9
6.0,10069,10035,10069,10069,10134,10083,9990,10069,10069,10069
10.0,10235,10201,10235,10235,10304,10249,10153,10235,8963,10235
16.0,10485,10453,10485,10485,10560,10497,10377,10485,9176,10485
