,A,B,C,D,E,F,G,H,J,K
5.0,6466776,5543340,5267937,5579169,5964038,5973445,5968128,6020889,5965265,5879061
13.0,5685442,5902000,5550642,5479373,5924365,6156677,6223753,5712503,6276105,5588737
21.0,6058176,6279274,5748736,5679783,6095736,6387762,6417210,6307189,6485104,6183821
