,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,5928190,14459,410
12.0/F中層A,12.0,中層,A,6220110,15171,410
18.0/F高層A,18.0,高層,A,6243480,15228,410
5.0/F低層B,5.0,低層,B,6181570,15077,410
12.0/F中層B,12.0,中層,B,6361560,15516,410
18.0/F高層B,18.0,高層,B,6238970,15217,410
5.0/F低層C,5.0,低層,C,6489880,14584,445
12.0/F中層C,12.0,中層,C,6763555,15199,445
18.0/F高層C,18.0,高層,C,6833420,15356,445
5.0/F低層D,5.0,低層,D,6400435,14383,445
12.0/F中層D,12.0,中層,D,6551290,14722,445
18.0/F高層D,18.0,高層,D,6686570,15026,445
5.0/F低層E,5.0,低層,E,5448450,15567,350
12.0/F中層E,12.0,中層,E,5601050,16003,350
18.0/F高層E,18.0,高層,E,5734050,16383,350
5.0/F低層F,5.0,低層,F,5604060,16982,330
12.0/F中層F,12.0,中層,F,5473050,16585,330
18.0/F高層F,18.0,高層,F,5940990,18003,330
5.0/F低層G,5.0,低層,G,6258603,14937,419
12.0/F中層G,12.0,中層,G,6434583,15357,419
18.0/F高層G,18.0,高層,G,6612239,15781,419
5.0/F低層H,5.0,低層,H,6208825,14609,425
12.0/F中層H,12.0,中層,H,6473175,15231,425
18.0/F高層H,18.0,高層,H,6538200,15384,425
