,1,11,13,15,17,18,19,2,21,23,30,8,9
8.0,2443353,4504195,4132747,2485735,2704944,2492245,4132747,4132747,4504195,4132747,4132747,1922445,4135405
18.0,2553081,4696740,4309504,2587074,2902680,2592499,4309504,4309504,4696740,4309504,4309504,2008125,4312162
28.0,3579495,4889770,4486704,2690366,3018840,2694706,4486704,4486704,4889770,4486704,4486704,2093346,4489805
