,10,11,13,14,15,16,17,18,3,5,6,7,8,9
8.0,3780880,2691408,3056700,2682760,3780880,2677875,2477860,2726436,3768994,2719255,3655136,3689952,2700390,2548875
18.0,3946152,2806464,3158590,2796312,3946152,2791125,2578345,2843022,4027090,2833600,3821056,3835200,2816275,2791125
28.0,4062748,2920016,3349966,2908736,4062748,2903250,2678830,2955798,4140856,2947560,3964672,3994592,2929850,2903250
