,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,10366035,11329,915
14.0/F中層A,14.0,中層,A,10733865,11731,915
22.0/F高層A,22.0,高層,A,11061435,12089,915
5.0/F低層B,5.0,低層,B,10756448,11591,928
14.0/F中層B,14.0,中層,B,11113728,11976,928
22.0/F高層B,22.0,高層,B,11440384,12328,928
5.0/F低層C,5.0,低層,C,12937851,11751,1101
14.0/F中層C,14.0,中層,C,13374948,12148,1101
22.0/F高層C,22.0,高層,C,13771308,12508,1101
5.0/F低層C & D,5.0,低層,C & D,,,
14.0/F中層C & D,14.0,中層,C & D,,,
22.0/F高層C & D,22.0,高層,C & D,,,
5.0/F低層CD,5.0,低層,CD,,,
14.0/F中層CD,14.0,中層,CD,,,
22.0/F高層CD,22.0,高層,CD,,,
5.0/F低層D,5.0,低層,D,13048398,11982,1089
14.0/F中層D,14.0,中層,D,13653882,12538,1089
22.0/F高層D,22.0,高層,D,14017608,12872,1089
