,1,2,3,4,5,6,7,8
6.0,7226500,6471056,6255480,4785262,4793354,6371640,6296514,7233500
15.0,7566000,6214956,6487360,4949414,4904619,6589000,6404864,7344000
24.0,7838000,6359554,6840240,5114433,5055477,6777320,6575466,7732000
