,A,B,C,D,E,F,G,H,I,J
3.0,15719,17140,17200,16071,16643,14861,16790,16995,16071,17328
6.0,15840,17338,16540,16380,16971,15723,17015,17491,16380,17537
9.0,16032,16570,17471,16576,17176,15566,17192,17773,16576,17745
