,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,5038630,9095,554,254,3,NST
16.0/F中層1,16.0,中層,1,5232530,9445,554,276,3,NST
23.0/F高層1,23.0,高層,1,5947190,10735,554,289,3,NST
7.0/F低層10,7.0,低層,10,3765936,9368,402,136,2,NST
16.0/F中層10,16.0,中層,10,3903822,9711,402,144,2,NST
23.0/F高層10,23.0,高層,10,4007940,9970,402,144,2,NST
7.0/F低層2,7.0,低層,2,6593154,11901,554,81,1,NST
16.0/F中層2,16.0,中層,2,6846886,12359,554,94,1,NST
23.0/F高層2,23.0,高層,2,5389866,9729,554,236,3,NST
7.0/F低層3,7.0,低層,3,4798674,11937,402,84,1,NST
16.0/F中層3,16.0,中層,3,4986006,12403,402,98,1,NST
23.0/F高層3,23.0,高層,3,5131530,12765,402,102,1,NST
7.0/F低層4,7.0,低層,4,5786295,8971,645,249,3,NST
16.0/F中層4,16.0,中層,4,6010755,9319,645,271,3,NST
23.0/F高層4,23.0,高層,4,6184260,9588,645,278,3,NST
7.0/F低層5,7.0,低層,5,4922088,12244,402,248,3,NST
16.0/F中層5,16.0,中層,5,5116254,12727,402,276,3,NST
23.0/F高層5,23.0,高層,5,5270220,13110,402,266,3,NST
7.0/F低層6,7.0,低層,6,5046386,9109,554,214,3,NST
16.0/F中層6,16.0,中層,6,5239732,9458,554,231,3,NST
23.0/F高層6,23.0,高層,6,5389866,9729,554,236,3,NST
7.0/F低層7,7.0,低層,7,5046386,9109,554,214,3,NST
16.0/F中層7,16.0,中層,7,5239732,9458,554,231,3,NST
23.0/F高層7,23.0,高層,7,5389866,9729,554,236,3,NST
7.0/F低層8,7.0,低層,8,3781614,9407,402,176,2,NST
16.0/F中層8,16.0,中層,8,3919902,9751,402,183,2,NST
23.0/F高層8,23.0,高層,8,4024422,10011,402,180,2,NST
7.0/F低層9,7.0,低層,9,5783070,8966,645,209,3,NST
16.0/F中層9,16.0,中層,9,6006240,9312,645,226,3,NST
23.0/F高層9,23.0,高層,9,6179745,9581,645,231,3,NST
