,11,12,13,14,16,17,18,2,24,25,3,4,5,8,9
8.0,5171,5119,5161,5122,,5091,4998,5442,5117,5080,5122,,,,5122
19.0,5345,5345,5416,5370,,5389,5128,5753,5343,5326,5370,,,,5370
29.0,5813,5813,5884,5856,,5626,5412,6017,5810,5764,5856,,,,5856
