,1,12,13,14,15,18,19,20,22,23,24,3,4,5,6,7,8
9.0,2835021,3553970,3569650,2835021,2830830,2835021,2859786,3553970,2814066,2835021,2835021,2835021,3553970,3552990,2835021,2835021,2835021
18.0,2937510,3686270,3700970,2937510,2934081,2937510,2964942,3686270,2916936,2937510,2937510,2937510,3686270,3686760,2937510,2937510,2937510
28.0,3044571,3827880,3842580,3044571,3043047,3044571,3072765,3827880,3023997,3044571,3044571,3044571,3827880,3831800,3044571,3044571,3044571
