,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
11.0/F低層A,11.0,低層,A,16472452,17866,922,411,3,NST
26.0/F中層A,26.0,中層,A,17210232,18954,908,340,3,NST
47.0/F高層A,47.0,高層,A,17824040,19630,908,258,3,NST
11.0/F低層B,11.0,低層,B,16743770,16930,989,373,4,NST
26.0/F中層B,26.0,中層,B,17695188,17892,989,360,4,NST
47.0/F高層B,47.0,高層,B,19270665,19485,989,262,3,NST
11.0/F低層C,11.0,低層,C,10636359,15573,683,341,3,NST
26.0/F中層C,26.0,中層,C,11289990,16530,683,369,3,NST
47.0/F高層C,47.0,高層,C,12232530,17910,683,336,3,NST
11.0/F低層D,11.0,低層,D,9012156,16356,551,323,3,NST
26.0/F中層D,26.0,中層,D,8994524,16324,551,336,3,NST
47.0/F高層D,47.0,高層,D,9872818,17918,551,328,4,NST
