,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,7167167,15547,461
16.0/F中層A,16.0,中層,A,7494477,16257,461
25.0/F高層A,25.0,高層,A,7801964,16924,461
6.0/F低層B,6.0,低層,B,7004250,15565,450
16.0/F中層B,16.0,中層,B,7441200,16536,450
25.0/F高層B,25.0,高層,B,7688700,17086,450
6.0/F低層C,6.0,低層,C,5461227,16701,327
16.0/F中層C,16.0,中層,C,5703861,17443,327
25.0/F高層C,25.0,高層,C,5921316,18108,327
6.0/F低層D,6.0,低層,D,5785938,17694,327
16.0/F中層D,16.0,中層,D,6221175,19025,327
25.0/F高層D,25.0,高層,D,6090048,18624,327
6.0/F低層E,6.0,低層,E,7009200,15576,450
16.0/F中層E,16.0,中層,E,7432200,16516,450
25.0/F高層E,25.0,高層,E,7719300,17154,450
6.0/F低層F,6.0,低層,F,7010100,15578,450
16.0/F中層F,16.0,中層,F,7432650,16517,450
25.0/F高層F,25.0,高層,F,7719750,17155,450
6.0/F低層G,6.0,低層,G,5660043,17309,327
16.0/F中層G,16.0,中層,G,5899734,18042,327
25.0/F高層G,25.0,高層,G,6124710,18730,327
6.0/F低層H,6.0,低層,H,5700591,17433,327
16.0/F中層H,16.0,中層,H,5706804,17452,327
25.0/F高層H,25.0,高層,H,5884692,17996,327
