,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,441,595,375,441,441,384,404,595,376,441,375,595,404,384,542,542,384,404
18.0,441,595,375,441,441,384,404,595,375,441,375,595,404,384,542,542,384,404
28.0,441,595,375,441,441,384,404,595,376,441,375,595,404,384,542,542,384,404
