,A,B,C,D,E,F,G,H
6.0,15018,15146,15413,15188,14704,14648,15245,15394
12.0,15490,15527,15788,15566,15094,14952,15624,15783
19.0,15944,15982,16232,16023,15583,15426,16134,16247
