,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,8124686,10891,746,336,3,NST
12.0/F中層A,12.0,中層,A,8364152,11212,746,326,3,NST
19.0/F高層A,19.0,高層,A,8500670,11395,746,385,4,NST
5.0/F低層A & F,5.0,低層,A & F,15421526,10027,1538,223,4,NST
12.0/F中層A & F,12.0,中層,A & F,15975206,10387,1538,209,4,NST
19.0/F高層A & F,19.0,高層,A & F,16495050,10725,1538,181,4,NST
5.0/F低層AF,5.0,低層,AF,15421526,10027,1538,223,4,NST
12.0/F中層AF,12.0,中層,AF,15975206,10387,1538,209,4,NST
19.0/F高層AF,19.0,高層,AF,16495050,10725,1538,181,4,NST
5.0/F低層B,5.0,低層,B,8665704,11196,774,361,4,NST
12.0/F中層B,12.0,中層,B,8797284,11366,774,367,4,NST
19.0/F高層B,19.0,高層,B,8910288,11512,774,340,3,NST
5.0/F低層B & C,5.0,低層,B & C,17035620,10356,1645,48,1,NST
12.0/F中層B & C,12.0,中層,B & C,14165095,8611,1645,44,1,NST
19.0/F高層B & C,19.0,高層,B & C,14635565,8897,1645,37,1,NST
5.0/F低層BC,5.0,低層,BC,17035620,10356,1645,48,1,NST
12.0/F中層BC,12.0,中層,BC,14165095,8611,1645,44,1,NST
19.0/F高層BC,19.0,高層,BC,14635565,8897,1645,37,1,NST
5.0/F低層C,5.0,低層,C,9890205,11355,871,328,3,NST
12.0/F中層C,12.0,中層,C,9536579,10949,871,368,4,NST
19.0/F高層C,19.0,高層,C,9830977,11287,871,328,3,NST
5.0/F低層D,5.0,低層,D,8922433,11167,799,346,4,NST
12.0/F中層D,12.0,中層,D,9231646,11554,799,338,4,NST
19.0/F高層D,19.0,高層,D,9543256,11944,799,327,4,NST
5.0/F低層E,5.0,低層,E,8893590,11315,786,389,3,NST
12.0/F中層E,12.0,中層,E,9149355,11745,779,378,3,NST
19.0/F高層E,19.0,高層,E,9452386,12134,779,346,3,NST
5.0/F低層F,5.0,低層,F,8581664,10946,784,374,4,NST
12.0/F中層F,12.0,中層,F,8932968,11279,792,362,4,NST
19.0/F高層F,19.0,高層,F,9230760,11655,792,330,4,NST
