,1,13,18,2,20,6,7,8,9
6.0,5400,4686,5142,5169,5179,5188,5270,5388,5169
15.0,5598,5364,5326,5352,5363,5375,5315,5587,5352
22.0,5736,5493,5442,5480,5492,5421,5447,5725,5480
