,1,10,11,15,16,18,3,7
8.0,6778,5821,7344,6996,6674,6715,6839,6985
19.0,7015,6111,7613,7306,6979,6980,7101,7263
28.0,7302,6334,7878,7592,7229,7218,7364,7530
