,12,14,15,17,19,2,20,22,23,24,4,5,6,9
8.0,6177,6282,7384,7257,7393,7423,7043,7384,7165,7384,7227,7221,6233,7384
18.0,7514,6527,7675,7565,7685,7720,7396,7675,7432,7675,7519,7514,6469,7675
28.0,6649,6759,6767,7875,7979,8016,7717,6755,6878,6767,7811,6682,6691,6767
