,1,10,11,12,2,3,4,5,6,7,8,9
7.0,9613,9511,9266,9118,9184,9982,9863,9356,9651,9718,9671,9327
18.0,9729,10320,9676,9527,9850,10326,10254,9838,9730,11311,10189,9337
28.0,10020,10161,9758,9888,9663,10389,10573,9972,10028,11332,10403,9684
