,A,B,C,D,E,F,G,H
9.0,10705341,9090719,8894248,10315613,10467530,10865580,10694104,10523938
16.0,11016226,9343741,9158347,10605986,10772005,11130944,11003804,10828413
22.0,10829054,9561783,9385134,10352791,10529066,11408696,10692148,10530348
