,A,B,C,D,E,F,G,H
10.0,7093836,7198001,7487220,6909480,6474972,7091575,7014479,6717765
22.0,6755760,7327472,7625115,7040754,6745304,7182917,7189621,6912895
33.0,7070976,7482083,7972680,7091028,7062908,7539067,7591442,7338310
