,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,4392930,4329684,4411980,5508090,5561990,4392930,4403979,4381500,4421886,4404360,4384929,4296156,5525730,5561990,4392930,4395978,4392930,4392930,5467910,5520340,4392930,4407027,4392930,4416933
18.0,4567809,4359783,4587621,5806990,5796210,4599051,4532757,4560570,4660011,4613148,4599051,4465701,5807970,5794740,4500372,4567428,4599051,4578477,5707520,5782000,4599051,4597146,4599051,4595622
28.0,4746498,4573143,4751832,6047090,5976040,4751832,4725543,4741926,4837176,4789551,4751832,4626483,6023570,6005930,4751832,4740783,4751832,4751832,5976040,6031410,4751832,4786503,4751832,4766310
