,A,B,C,D,E,F,G,H
6.0,6538147,6559795,5201589,5004735,6559795,6559795,5052150,5198319
16.0,6852043,6878652,5608704,5382747,6878652,6878652,5454687,5685549
25.0,7100544,7841988,5824197,5727078,7909187,7841988,5605107,5901369
