,A,B,C,D,E,F,G,H,J,K
5.0,14244,12210,13137,13641,14582,14605,14592,14721,14585,14661
13.0,12523,13000,13842,13397,14485,15053,15217,13967,15345,13937
21.0,13344,13831,14336,13887,14904,15618,15690,15421,15856,15421
