,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層1,6.0,低層,1,10910525,14645,745,276,2,NST
14.0/F中層1,14.0,中層,1,11235345,15081,745,126,1,NST
23.0/F高層1,23.0,高層,1,11664465,15657,745,112,1,NST
6.0/F低層2,6.0,低層,2,10853905,14569,745,84,1,NST
14.0/F中層2,14.0,中層,2,11235345,15081,745,84,1,NST
23.0/F高層2,23.0,高層,2,11664465,15657,745,75,1,NST
6.0/F低層3,6.0,低層,3,9380520,14680,639,148,2,NST
14.0/F中層3,14.0,中層,3,9711522,15198,639,160,2,NST
23.0/F高層3,23.0,高層,3,10086615,15785,639,147,2,NST
6.0/F低層4,6.0,低層,4,9429723,14757,639,74,1,NST
14.0/F中層4,14.0,中層,4,9760725,15275,639,74,1,NST
23.0/F高層4,23.0,高層,4,10133262,15858,639,65,1,NST
