,1,10,11,12,2,3,4,5,6,7,8,9
7.0,473,411,617,457,550,472,411,617,472,473,550,472
18.0,473,411,617,457,550,472,411,617,472,473,550,472
28.0,473,411,617,457,550,472,411,617,472,473,550,472
