,A,B,C,D,E,F,G,H
6.0,10327,10311,10311,10327,10327,10588,10588,10023
15.0,10929,10912,10912,10929,10929,11206,11206,10609
24.0,11532,11514,11514,11532,11532,11823,11823,11208
