,A,B,C,D,E,F,G
7.0,20059416,18528895,17388000,9459558,10231952,9963288,10420626
20.0,20812896,21096792,20812896,9919008,11189600,10876632,11845248
34.0,23126451,23496018,22992372,10983230,11556528,11860976,12182018
