,A,B,C,D,E,F,G,H
5.0,8583,10835,10909,11428,8919,9033,8336,10433
8.0,8775,11047,11166,11656,9141,9212,8502,10107
11.0,8923,11259,11440,9517,9319,9388,8771,10841
