,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,6993357,14479,483
12.0/F中層A,12.0,中層,A,7229061,14967,483
17.0/F高層A,17.0,高層,A,7479255,15485,483
7.0/F低層B,7.0,低層,B,7390950,14078,525
12.0/F中層B,12.0,中層,B,7644525,14561,525
17.0/F高層B,17.0,高層,B,7907025,15061,525
7.0/F低層C,7.0,低層,C,5171631,16111,321
12.0/F中層C,12.0,中層,C,5334057,16617,321
17.0/F高層C,17.0,高層,C,5507076,17156,321
7.0/F低層D,7.0,低層,D,5285301,16163,327
12.0/F中層D,12.0,中層,D,5539707,16941,327
17.0/F高層D,17.0,高層,D,5486079,16777,327
7.0/F低層E,7.0,低層,E,7613720,14530,524
12.0/F中層E,12.0,中層,E,7713804,14721,524
17.0/F高層E,17.0,高層,E,7984712,15238,524
7.0/F低層F,7.0,低層,F,6993357,14479,483
12.0/F中層F,12.0,中層,F,7229061,14967,483
17.0/F高層F,17.0,高層,F,7479255,15485,483
