,1,2,3,4,5,6,7,8
4.0,11536,12071,12225,11721,12613,13711,13049,12578
8.0,11840,11966,12539,12027,12920,14076,13385,12885
13.0,12222,12683,12937,12412,13322,14532,13787,13179
