,A,B,C,D,E,F,G,H
2.0,3384960,2767770,3384960,3127995,3127995,4900480,2767770,3384960
4.0,3429120,2803980,3429120,3169530,3169530,4965760,2803980,3429120
7.0,3230955,2879880,3496320,3230955,3230955,5064320,3182050,3496320
