,A,B,C,D,E,F,G,H,J,K
7.0,7476840,9733072,9496272,8944528,8186376,7795900,10221472,10322112,10219696,8599228
18.0,8050890,9429968,9851472,9681568,8988364,10780912,10312640,10743024,10782688,9282152
29.0,8774580,10212592,10470704,10156944,9833912,9142230,11525056,12021152,11623328,9786964
