,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層1,4.0,低層,1,7028638,15866,443
8.0/F中層1,8.0,中層,1,7202294,16258,443
12.0/F高層1,12.0,高層,1,7370634,16638,443
4.0/F低層2,4.0,低層,2,5713920,15872,360
8.0/F中層2,8.0,中層,2,5860440,16279,360
12.0/F高層2,12.0,高層,2,5999760,16666,360
4.0/F低層3,4.0,低層,3,5713920,15872,360
8.0/F中層3,8.0,中層,3,5860440,16279,360
12.0/F高層3,12.0,高層,3,5999760,16666,360
4.0/F低層4,4.0,低層,4,7276275,16425,443
8.0/F中層4,8.0,中層,4,7448602,16814,443
12.0/F高層4,12.0,高層,4,7613398,17186,443
4.0/F低層5,4.0,低層,5,7162424,16168,443
8.0/F中層5,8.0,中層,5,7330764,16548,443
12.0/F高層5,12.0,高層,5,7491573,16911,443
4.0/F低層6,4.0,低層,6,5489295,15911,345
8.0/F中層6,8.0,中層,6,5629710,16318,345
12.0/F高層6,12.0,高層,6,5762880,16704,345
4.0/F低層7,4.0,低層,7,5477910,15878,345
8.0/F中層7,8.0,中層,7,5708370,16546,345
12.0/F高層7,12.0,高層,7,5852925,16965,345
4.0/F低層8,4.0,低層,8,6325154,14278,443
8.0/F中層8,8.0,中層,8,6501025,14675,443
12.0/F高層8,12.0,高層,8,6678668,15076,443
