,1,10,11,12,13,15,16,17,18,2,3,4,5,6,7,8,9
3.0,11411,13177,13277,13886,13427,13242,13693,13247,11946,13270,13247,13728,14009,13274,13057,13545,13590
7.0,11627,13766,13631,14489,13662,13585,11882,13432,12288,13488,13432,14311,14302,13854,13483,13766,13952
11.0,11946,14124,13987,14866,14017,13941,14277,13596,12612,13838,13596,14653,14672,14214,13833,14124,14289
