,A,B,C,D,E,F,G,H,J,K
7.0,8047020,10341056,10766704,10316192,8875592,7589930,10099520,10342240,10113728,8031012
18.0,8804680,11263984,11268128,10855504,8623912,8010470,10203120,9879296,10921808,8685864
29.0,9380020,11889136,10982192,10535232,8941416,8213000,10402624,10127344,11731072,9227944
