,A,B,C,D,E,F,G,H
8.0,9046783,8743375,9581835,9716024,9723161,10069758,10072608,10184995
17.0,9514153,9821664,16120510,10435099,17938525,17656342,10558368,10122462
25.0,10340994,10927665,10649120,11506374,11554781,18441918,11232312,11499267
