,1,2,3,4,5,6,7,8
3.0,4220496,4303152,3771832,3699873,3734607,2965275,3480460,3646504
6.0,4305924,4393872,3848331,3766838,3771399,3026025,3645090,3797398
10.0,4356828,4391100,3408859,3652657,3338874,3107025,3743868,3812346
