,subjFloor,floorLv,unitNo,price,npsf,nfa
19.0/F低層A,19.0,低層,A,,,
38.0/F中層A,38.0,中層,A,35268030,23310,1513
58.0/F高層A,58.0,高層,A,40521166,26782,1513
19.0/F低層B,19.0,低層,B,,,
38.0/F中層B,38.0,中層,B,40930290,24105,1698
58.0/F高層B,58.0,高層,B,47029506,27697,1698
