,A,AB,AD,AM,B,BC,C,CH,D,E,EF,F,G,H,J,K,L,M,N,P
22.0,6199128,9137667,9147060,8558830,4350672,11460904,5020560,11025548,5745060,7954950,12712790,7262541,6836050,6764898,4732987,4741200,4180700,4321932,4502158,4328569
69.0,,,,,,,,,,,,,,,,,,,,
106.0,,,,,,,,,,,,,,,,,,,,
