,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層whole floor,2.0,低層,whole floor,6476223,8229,787
4.0/F中層whole floor,4.0,中層,whole floor,4912320,8772,560
6.0/F高層whole floor,6.0,高層,whole floor,5090568,8106,628
