,A,B,C,D,E,F,G
4.0,3563760,3728075,3644050,4004640,3623040,3718400,4027830
8.0,3723720,3879200,3802770,4114800,3837090,3803840,4190775
11.0,3804630,3963375,3883990,4198320,3915480,3880320,4282010
