,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
3.0,3897890,3880500,4003220,3877760,4003220,3549260,4003220,4003220,4075767,3918744,4231500,3450920,4003220,3796260,3845400,3866980,4003220,3871140
7.0,3921960,3906500,3911960,3782276,3911960,3648832,3911960,3911960,3983287,3823728,4150250,3537630,3911960,3892460,3943420,3966300,3911960,3969420
11.0,4254130,3956420,3806400,4034026,3730480,3762128,3806400,3806400,4034151,3928032,4232800,3441030,3806400,3872700,3795480,3821480,3806400,4068480
