,A,B,C,D,E,F,G,H
4.0,5425468,5522028,5396820,5557372,5284434,4296040,4258855,5318406
9.0,5606378,5727156,5582412,5756144,5457423,4449470,4409605,5492289
14.0,4896636,5002284,5764008,5014188,4727720,4601895,4448596,5656338
