,1,10,11,12,15,16,17,18,19,2,20,21,22,3,5,6,7,8,9
16.0,483,500,475,505,504,481,461,476,459,475,484,471,483,498,490,499,487,499,480
22.0,481,488,475,498,498,477,459,456,476,472,471,468,481,497,488,484,484,497,483
28.0,481,497,475,504,498,477,469,476,456,472,481,468,481,497,483,484,484,484,483
