,A,B,C,D,E,F,G
3.0,11101920,14053843,11371691,12241008,10295031,10158009,12057380
6.0,11347350,15171570,11809475,12534561,10526743,10413115,12370308
8.0,11510970,15407166,11459751,12735333,10679361,10564062,12565380
