,A,B,C,D,E,F,G
3.0,11366978,13417278,12449248,9796171,11525760,10889442,9587160
6.0,11627904,13727196,12724600,10016710,11346192,11139480,9802760
8.0,11792610,13923280,12895056,9980179,11512188,11301822,9936960
