,subjFloor,floorLv,unitNo,price,npsf,nfa
1.0/F低層A,1.0,低層,A,23993820,19748,1215
2.0/F中層A,2.0,中層,A,26607285,21899,1215
3.0/F高層A,3.0,高層,A,29221965,24051,1215
1.0/F低層B,1.0,低層,B,22662545,19967,1135
2.0/F中層B,2.0,中層,B,25132305,22143,1135
3.0/F高層B,3.0,高層,B,27600930,24318,1135
1.0/F低層C,1.0,低層,C,19092900,20530,930
2.0/F中層C,2.0,中層,C,21172380,22766,930
3.0/F高層C,3.0,高層,C,23252790,25003,930
1.0/F低層D,1.0,低層,D,21037120,20228,1040
2.0/F中層D,2.0,中層,D,23329280,22432,1040
3.0/F高層D,3.0,高層,D,25620400,24635,1040
1.0/F低層E,1.0,低層,E,21037120,20228,1040
2.0/F中層E,2.0,中層,E,18806320,18083,1040
3.0/F高層E,3.0,高層,E,25620400,24635,1040
