,A,B,C,D,E,F,G,H
9.0,15211,15103,15389,16864,16819,15697,14852,15211
18.0,15786,15675,15970,17490,17450,15947,15402,15786
27.0,16369,16255,16560,18126,18089,16870,16020,16369
