,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層1,5.0,低層,1,4866540,11587,420,315,4,NKC
12.0/F中層1,12.0,中層,1,5052600,12030,420,314,4,NKC
18.0/F高層1,18.0,高層,1,5178600,12330,420,362,5,NKC
5.0/F低層2,5.0,低層,2,4779600,11380,420,374,4,NKC
12.0/F中層2,12.0,中層,2,4926180,11729,420,365,3,NKC
18.0/F高層2,18.0,高層,2,5100060,12143,420,363,4,NKC
5.0/F低層3,5.0,低層,3,5732480,11024,520,378,4,NKC
12.0/F中層3,12.0,中層,3,5912400,11370,520,358,4,NKC
18.0/F高層3,18.0,高層,3,6092320,11716,520,353,4,NKC
5.0/F低層4,5.0,低層,4,5716880,10994,520,375,4,NKC
12.0/F中層4,12.0,中層,4,5877040,11302,520,374,4,NKC
18.0/F高層4,18.0,高層,4,6121440,11772,520,368,4,NKC
5.0/F低層5,5.0,低層,5,4867800,11590,420,390,4,NKC
12.0/F中層5,12.0,中層,5,5045460,12013,420,384,4,NKC
18.0/F高層5,18.0,高層,5,5192880,12364,420,358,4,NKC
5.0/F低層6,5.0,低層,6,4903080,11674,420,374,4,NKC
12.0/F中層6,12.0,中層,6,5051340,12027,420,362,4,NKC
18.0/F高層6,18.0,高層,6,5176500,12325,420,334,4,NKC
5.0/F低層7,5.0,低層,7,5787600,11130,520,343,4,NKC
12.0/F中層7,12.0,中層,7,5974280,11489,520,350,4,NKC
18.0/F高層7,18.0,高層,7,6147960,11823,520,388,4,NKC
5.0/F低層8,5.0,低層,8,5681520,10926,520,370,4,NKC
12.0/F中層8,12.0,中層,8,5854160,11258,520,381,4,NKC
18.0/F高層8,18.0,高層,8,6008080,11554,520,355,3,NKC
